HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,43,2017-10-23,2017-10-29,All,29,,161673,,17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,43,2017-10-23,2017-10-29,All,69,,822455,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,43,2017-10-23,2017-10-29,All,1147,,1347928,,85.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,43,2017-10-23,2017-10-29,All,2,471,,4.25,,,,,,,,,,,,,,,,,,,,,80,471,,169.85,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,43,2017-10-23,2017-10-29,All,2,,32123,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,42,2017-10-16,2017-10-22,All,207,,37462,,552.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,42,2017-10-16,2017-10-22,All,21,,153636,,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,42,2017-10-16,2017-10-22,All,57,,824970,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,42,2017-10-16,2017-10-22,All,1194,,1339814,,89.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,42,2017-10-16,2017-10-22,All,2,502,,3.98,,,,,,,,,,,,,,,,,,,,,113,502,,225.10,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,42,2017-10-16,2017-10-22,All,3,,38922,,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,41,2017-10-09,2017-10-15,All,266,,43160,,616.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,41,2017-10-09,2017-10-15,All,17,,166188,,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,41,2017-10-09,2017-10-15,All,43,,739006,,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,41,2017-10-09,2017-10-15,All,0,349,,0.00,,,,,,,,,,,,,,,,,,,,,79,349,,226.36,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,41,2017-10-09,2017-10-15,All,0,,28014,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,40,2017-10-02,2017-10-08,All,70,,24215,,289.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,40,2017-10-02,2017-10-08,All,15,,160325,,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,40,2017-10-02,2017-10-08,All,34,,807205,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,40,2017-10-02,2017-10-08,All,0,290,,0.00,,,,,,,,,,,,,,,,,,,,,69,290,,237.93,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,40,2017-10-02,2017-10-08,All,1,,21921,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,39,2017-09-25,2017-10-01,All,14,,161191,,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,39,2017-09-25,2017-10-01,All,3,,26386,,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,38,2017-09-18,2017-09-24,All,9,,161704,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,38,2017-09-18,2017-09-24,All,2,,34487,,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,37,2017-09-11,2017-09-17,All,8,,163225,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,37,2017-09-11,2017-09-17,All,1,,31457,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,36,2017-09-04,2017-09-10,All,2,,150967,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,36,2017-09-04,2017-09-10,All,0,,36004,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,35,2017-08-28,2017-09-03,All,5,,163382,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,35,2017-08-28,2017-09-03,All,1,,42604,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,34,2017-08-21,2017-08-27,All,5,,163115,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,34,2017-08-21,2017-08-27,All,0,,25501,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,33,2017-08-14,2017-08-20,All,9,,166520,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,33,2017-08-14,2017-08-20,All,0,,28058,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,32,2017-08-07,2017-08-13,All,4,,170482,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,32,2017-08-07,2017-08-13,All,0,,32400,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,31,2017-07-31,2017-08-06,All,8,,132836,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,31,2017-07-31,2017-08-06,All,0,,26573,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,30,2017-07-24,2017-07-30,All,0,,152137,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,30,2017-07-24,2017-07-30,All,0,,29952,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,29,2017-07-17,2017-07-23,All,1,,164320,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,29,2017-07-17,2017-07-23,All,0,,25397,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,28,2017-07-10,2017-07-16,All,1,,147513,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,28,2017-07-10,2017-07-16,All,0,,29690,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,27,2017-07-03,2017-07-09,All,1,,155040,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,27,2017-07-03,2017-07-09,All,0,,33426,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,26,2017-06-26,2017-07-02,All,2,,163749,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,26,2017-06-26,2017-07-02,All,0,,18284,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,25,2017-06-19,2017-06-25,All,3,,161514,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,25,2017-06-19,2017-06-25,All,0,,16540,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,24,2017-06-12,2017-06-18,All,4,,167621,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,24,2017-06-12,2017-06-18,All,0,,29570,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,23,2017-06-05,2017-06-11,All,2,,137036,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,23,2017-06-05,2017-06-11,All,1,,27930,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,22,2017-05-29,2017-06-04,All,1,,160877,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,22,2017-05-29,2017-06-04,All,0,,23348,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,21,2017-05-22,2017-05-28,All,3,,128859,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,21,2017-05-22,2017-05-28,All,0,,30052,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,20,2017-05-15,2017-05-21,All,3,,164444,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,20,2017-05-15,2017-05-21,All,13,,722606,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,20,2017-05-15,2017-05-21,All,0,218,,0.00,,,,,,,,,,,,,,,,,,,,,17,218,,77.98,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,20,2017-05-15,2017-05-21,All,0,,25739,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,19,2017-05-08,2017-05-14,All,4,,168749,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,19,2017-05-08,2017-05-14,All,17,,758961,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,19,2017-05-08,2017-05-14,All,0,352,,0.00,,,,,,,,,,,,,,,,,,,,,48,352,,136.36,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,19,2017-05-08,2017-05-14,All,0,,9986,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,18,2017-05-01,2017-05-07,All,4,,161434,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,18,2017-05-01,2017-05-07,All,16,,700992,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,18,2017-05-01,2017-05-07,All,1,189,,5.29,,,,,,,,,,,,,,,,,,,,,23,189,,121.69,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,18,2017-05-01,2017-05-07,All,0,,30053,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,17,2017-04-24,2017-04-30,All,5,,170115,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,17,2017-04-24,2017-04-30,All,34,,781454,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,17,2017-04-24,2017-04-30,All,392,,702654,,55.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,17,2017-04-24,2017-04-30,All,0,326,,0.00,,,,,,,,,,,,,,,,,,,,,42,326,,128.83,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,17,2017-04-24,2017-04-30,All,0,,25243,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,16,2017-04-17,2017-04-23,All,4,,117963,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,16,2017-04-17,2017-04-23,All,25,,761078,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,16,2017-04-17,2017-04-23,All,421,,662221,,63.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,16,2017-04-17,2017-04-23,All,0,179,,0.00,,,,,,,,,,,,,,,,,,,,,12,179,,67.04,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,16,2017-04-17,2017-04-23,All,0,,32577,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,15,2017-04-10,2017-04-16,All,2,,135656,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,15,2017-04-10,2017-04-16,All,14,,635421,,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,15,2017-04-10,2017-04-16,All,561,,800303,,70.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,15,2017-04-10,2017-04-16,All,0,325,,0.00,,,,,,,,,,,,,,,,,,,,,56,325,,172.31,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,15,2017-04-10,2017-04-16,All,0,,34439,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,14,2017-04-03,2017-04-09,All,28,,18402,,152.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,14,2017-04-03,2017-04-09,All,13,,181450,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,14,2017-04-03,2017-04-09,All,43,,785629,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,14,2017-04-03,2017-04-09,All,789,,819046,,96.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,14,2017-04-03,2017-04-09,All,0,347,,0.00,,,,,,,,,,,,,,,,,,,,,54,347,,155.62,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,14,2017-04-03,2017-04-09,All,0,,32752,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,13,2017-03-27,2017-04-02,All,142,,37036,,383.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,13,2017-03-27,2017-04-02,All,17,,177237,,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,13,2017-03-27,2017-04-02,All,44,,798763,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,13,2017-03-27,2017-04-02,All,890,,901829,,98.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,13,2017-03-27,2017-04-02,All,0,460,,0.00,,,,,,,,,,,,,,,,,,,,,85,460,,184.78,,,,,,,1,0,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,13,2017-03-27,2017-04-02,All,1,,33097,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,12,2017-03-20,2017-03-26,All,164,,35022,,468.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,12,2017-03-20,2017-03-26,All,23,,160972,,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,12,2017-03-20,2017-03-26,All,68,,758973,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,12,2017-03-20,2017-03-26,All,1217,,973322,,125.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,12,2017-03-20,2017-03-26,All,5,486,,10.29,,,,,,,,,,,,,,,,,,,,,89,486,,183.13,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,12,2017-03-20,2017-03-26,All,0,,32713,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,11,2017-03-13,2017-03-19,All,216,,43545,,496.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,11,2017-03-13,2017-03-19,All,36,,154905,,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,11,2017-03-13,2017-03-19,All,79,,810027,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,11,2017-03-13,2017-03-19,All,1400,,930772,,150.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,11,2017-03-13,2017-03-19,All,2,448,,4.46,,,,,,,,,,,,,,,,,,,,,74,448,,165.18,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,11,2017-03-13,2017-03-19,All,1,,40932,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,10,2017-03-06,2017-03-12,All,227,,46450,,488.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,10,2017-03-06,2017-03-12,All,63,,146854,,42.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,10,2017-03-06,2017-03-12,All,114,,836954,,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,10,2017-03-06,2017-03-12,All,1671,,970919,,172.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,10,2017-03-06,2017-03-12,All,2,371,,5.39,,,,,,,,,,,,,,,,,,,,,82,371,,221.02,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,10,2017-03-06,2017-03-12,All,1,,29685,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,9,2017-02-27,2017-03-05,All,304,,48464,,627.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,9,2017-02-27,2017-03-05,All,85,,139486,,60.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,9,2017-02-27,2017-03-05,All,155,,812351,,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,9,2017-02-27,2017-03-05,All,2029,,964423,,210.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,9,2017-02-27,2017-03-05,All,7,438,,15.98,,,,,,,,,,,,,,,,,,,,,86,438,,196.35,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,9,2017-02-27,2017-03-05,All,1,,32386,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,8,2017-02-20,2017-02-26,All,259,,41955,,617.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,8,2017-02-20,2017-02-26,All,123,,154288,,79.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,8,2017-02-20,2017-02-26,All,265,,821923,,32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,8,2017-02-20,2017-02-26,All,2575,,1032781,,249.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,8,2017-02-20,2017-02-26,All,3,447,,6.71,,,,,,,,,,,,,,,,,,,,,104,447,,232.66,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,8,2017-02-20,2017-02-26,All,0,,36271,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,7,2017-02-13,2017-02-19,All,418,,43969,,950.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,7,2017-02-13,2017-02-19,All,211,,158618,,133.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,7,2017-02-13,2017-02-19,All,431,,833279,,51.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,7,2017-02-13,2017-02-19,All,9,473,,19.03,,,,,,,,,,,,,,,,,,,,,113,473,,238.90,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,7,2017-02-13,2017-02-19,All,3436,,1063166,,323.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,7,2017-02-13,2017-02-19,All,4,,49818,,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,6,2017-02-06,2017-02-12,All,516,,39709,,1299.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,6,2017-02-06,2017-02-12,All,351,,158492,,221.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,6,2017-02-06,2017-02-12,All,746,,846267,,88.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,6,2017-02-06,2017-02-12,All,4457,,1019298,,437.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,6,2017-02-06,2017-02-12,All,11,391,,28.13,,,,,,,,,,,,,,,,,,,,,112,391,,286.45,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,6,2017-02-06,2017-02-12,All,12,,48945,,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
